movieId,title,genres,title_cleaned,release_year,genres_str,combined_features,avg_rating,vibe_cluster
6879,Runaway Jury (2003),"['Drama', 'Thriller']",Runaway Jury,2003,drama thriller,Runaway Jury drama thriller,3.4411764705882355,6
6880,"Texas Chainsaw Massacre, The (2003)",['Horror'],"Texas Chainsaw Massacre, The",2003,horror,"Texas Chainsaw Massacre, The horror",1.8571428571428568,1
6881,Pieces of April (2003),"['Comedy', 'Drama']",Pieces of April,2003,comedy drama,Pieces of April comedy drama,3.071428571428572,7
6882,Returner (Ritaanaa) (2002),"['Action', 'Adventure', 'Sci-Fi']",Returner (Ritaanaa),2002,action adventure sci-fi,Returner (Ritaanaa) action adventure sci-fi,2.5,4
6883,Sylvia (2003),"['Drama', 'Romance']",Sylvia,2003,drama romance,Sylvia drama romance,3.0,2
6884,Veronica Guerin (2003),"['Crime', 'Drama', 'Thriller']",Veronica Guerin,2003,crime drama thriller,Veronica Guerin crime drama thriller,3.0,6
6885,In the Cut (2003),"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",In the Cut,2003,crime drama mystery romance thriller,In the Cut crime drama mystery romance thriller,2.833333333333333,6
6886,Beyond Borders (2003),"['Drama', 'Romance', 'War']",Beyond Borders,2003,drama romance war,Beyond Borders drama romance war,3.5,5
6887,Radio (2003),['Drama'],Radio,2003,drama,Radio drama,4.1,6
6888,Scary Movie 3 (2003),"['Comedy', 'Horror']",Scary Movie 3,2003,comedy horror,Scary Movie 3 comedy horror,2.275,1
6889,Brother Bear (2003),"['Adventure', 'Animation', 'Children']",Brother Bear,2003,adventure animation children,Brother Bear adventure animation children,3.0,3
6890,Elephant (2003),['Drama'],Elephant,2003,drama,Elephant drama,3.555555555555556,6
6893,"Italian Job, The (1969)","['Action', 'Comedy', 'Crime']","Italian Job, The",1969,action comedy crime,"Italian Job, The action comedy crime",3.85,0
6898,Sweet Sixteen (2002),['Drama'],Sweet Sixteen,2002,drama,Sweet Sixteen drama,3.333333333333333,6
6899,Alien from L.A. (1988),['Sci-Fi'],Alien from L.A.,1988,sci-fi,Alien from L.A. sci-fi,3.5,4
6902,Interstate 60 (2002),"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",Interstate 60,2002,adventure comedy drama fantasy mystery sci-fi thriller,Interstate 60 adventure comedy drama fantasy mystery sci-fi thriller,4.0,4
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",['Thriller'],"Eye, The (Gin gwai) (Jian gui)",2002,thriller,"Eye, The (Gin gwai) (Jian gui) thriller",3.25,6
6911,"Jolson Story, The (1946)",['Musical'],"Jolson Story, The",1946,musical,"Jolson Story, The musical",3.5,7
6912,You'll Never Get Rich (1941),"['Comedy', 'Musical', 'Romance']",You'll Never Get Rich,1941,comedy musical romance,You'll Never Get Rich comedy musical romance,3.5,2
6918,"Unvanquished, The (Aparajito) (1957)",['Drama'],"Unvanquished, The (Aparajito)",1957,drama,"Unvanquished, The (Aparajito) drama",3.75,6
6920,"Cercle Rouge, Le (Red Circle, The) (1970)","['Crime', 'Thriller']","Cercle Rouge, Le (Red Circle, The)",1970,crime thriller,"Cercle Rouge, Le (Red Circle, The) crime thriller",3.5,6
6927,"Human Stain, The (2003)","['Drama', 'Romance', 'Thriller']","Human Stain, The",2003,drama romance thriller,"Human Stain, The drama romance thriller",4.0,2
6932,Shattered Glass (2003),"['Crime', 'Drama']",Shattered Glass,2003,crime drama,Shattered Glass crime drama,3.5,6
6934,"Matrix Revolutions, The (2003)","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']","Matrix Revolutions, The",2003,action adventure sci-fi thriller imax,"Matrix Revolutions, The action adventure sci-fi thriller imax",3.151898734177215,4
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",['Documentary'],"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",2003,documentary,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) documentary",4.0,7
6936,Elf (2003),"['Children', 'Comedy', 'Fantasy']",Elf,2003,children comedy fantasy,Elf children comedy fantasy,3.692307692307693,3
6938,Billabong Odyssey (2003),['Documentary'],Billabong Odyssey,2003,documentary,Billabong Odyssey documentary,4.0,7
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),"['Drama', 'Romance']",Gloomy Sunday (Ein Lied von Liebe und Tod),1999,drama romance,Gloomy Sunday (Ein Lied von Liebe und Tod) drama romance,4.0,6
6942,Love Actually (2003),"['Comedy', 'Drama', 'Romance']",Love Actually,2003,comedy drama romance,Love Actually comedy drama romance,3.788135593220339,2
6944,Father of the Bride (1991),['Comedy'],Father of the Bride,1991,comedy,Father of the Bride comedy,3.5,7
6945,My Architect: A Son's Journey (2003),['Documentary'],My Architect: A Son's Journey,2003,documentary,My Architect: A Son's Journey documentary,4.25,7
6946,Looney Tunes: Back in Action (2003),"['Action', 'Animation', 'Children', 'Fantasy']",Looney Tunes: Back in Action,2003,action animation children fantasy,Looney Tunes: Back in Action action animation children fantasy,2.75,3
6947,Master and Commander: The Far Side of the World (2003),"['Adventure', 'Drama', 'War']",Master and Commander: The Far Side of the World,2003,adventure drama war,Master and Commander: The Far Side of the World adventure drama war,3.638888888888889,5
6948,Tupac: Resurrection (2003),['Documentary'],Tupac: Resurrection,2003,documentary,Tupac: Resurrection documentary,4.0,7
6949,"Big Empty, The (2003)","['Comedy', 'Mystery', 'Sci-Fi']","Big Empty, The",2003,comedy mystery sci-fi,"Big Empty, The comedy mystery sci-fi",3.5,4
6950,"Missing, The (2003)","['Adventure', 'Thriller', 'Western']","Missing, The",2003,adventure thriller western,"Missing, The adventure thriller western",3.6666666666666665,0
6951,"Cat in the Hat, The (2003)","['Children', 'Comedy']","Cat in the Hat, The",2003,children comedy,"Cat in the Hat, The children comedy",2.1,3
6952,Gothika (2003),"['Horror', 'Thriller']",Gothika,2003,horror thriller,Gothika horror thriller,3.111111111111111,1
6953,21 Grams (2003),"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",21 Grams,2003,crime drama mystery romance thriller,21 Grams crime drama mystery romance thriller,3.3,6
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)","['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']","Barbarian Invasions, The (Les invasions barbares)",2003,comedy crime drama mystery romance,"Barbarian Invasions, The (Les invasions barbares) comedy crime drama mystery romance",4.0,6
6957,Bad Santa (2003),"['Comedy', 'Crime']",Bad Santa,2003,comedy crime,Bad Santa comedy crime,3.3653846153846154,7
6958,"Haunted Mansion, The (2003)","['Children', 'Comedy', 'Fantasy', 'Horror']","Haunted Mansion, The",2003,children comedy fantasy horror,"Haunted Mansion, The children comedy fantasy horror",2.5,3
6959,Timeline (2003),"['Action', 'Adventure', 'Sci-Fi']",Timeline,2003,action adventure sci-fi,Timeline action adventure sci-fi,2.0,4
6961,Damage (Fatale) (1992),['Drama'],Damage (Fatale),1992,drama,Damage (Fatale) drama,4.0,6
6962,OT: Our Town (2002),['Documentary'],OT: Our Town,2002,documentary,OT: Our Town documentary,3.5,7
6963,Devil's Playground (2002),['Documentary'],Devil's Playground,2002,documentary,Devil's Playground documentary,4.25,7
6965,Journeys with George (2002),['Documentary'],Journeys with George,2002,documentary,Journeys with George documentary,3.5,7
6966,Darkman (1990),"['Action', 'Crime', 'Fantasy', 'Sci-Fi', 'Thriller']",Darkman,1990,action crime fantasy sci-fi thriller,Darkman action crime fantasy sci-fi thriller,3.8333333333333335,4
6967,Dead of Night (1945),"['Horror', 'Mystery']",Dead of Night,1945,horror mystery,Dead of Night horror mystery,0.5,1
6969,"Dernier Combat, Le (Last Battle, The) (1983)","['Drama', 'Sci-Fi']","Dernier Combat, Le (Last Battle, The)",1983,drama sci-fi,"Dernier Combat, Le (Last Battle, The) drama sci-fi",4.5,4
6970,Desk Set (1957),"['Comedy', 'Romance']",Desk Set,1957,comedy romance,Desk Set comedy romance,3.75,2
6971,Europa (Zentropa) (1991),"['Drama', 'Thriller']",Europa (Zentropa),1991,drama thriller,Europa (Zentropa) drama thriller,4.0,6
6973,Final Analysis (1992),"['Drama', 'Romance', 'Thriller']",Final Analysis,1992,drama romance thriller,Final Analysis drama romance thriller,2.5,2
6974,"Freshman, The (1990)","['Comedy', 'Crime']","Freshman, The",1990,comedy crime,"Freshman, The comedy crime",3.0,7
6975,Funny Games (1997),"['Drama', 'Horror', 'Thriller']",Funny Games,1997,drama horror thriller,Funny Games drama horror thriller,3.2,1
6978,Slacker (1991),"['Comedy', 'Drama']",Slacker,1991,comedy drama,Slacker comedy drama,3.25,7
6979,WarGames (1983),"['Drama', 'Sci-Fi', 'Thriller']",WarGames,1983,drama sci-fi thriller,WarGames drama sci-fi thriller,3.3095238095238093,4
6981,"Ordet (Word, The) (1955)",['Drama'],"Ordet (Word, The)",1955,drama,"Ordet (Word, The) drama",3.75,6
6982,Forbidden Games (Jeux interdits) (1952),"['Drama', 'War']",Forbidden Games (Jeux interdits),1952,drama war,Forbidden Games (Jeux interdits) drama war,3.5,5
6983,Jane Eyre (1944),"['Drama', 'Romance']",Jane Eyre,1944,drama romance,Jane Eyre drama romance,5.0,2
6984,"Tale of Two Cities, A (1935)",['Drama'],"Tale of Two Cities, A",1935,drama,"Tale of Two Cities, A drama",4.0,6
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",['Drama'],"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",1928,drama,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) drama",3.9,6
6986,Ben-Hur: A Tale of the Christ (1925),"['Adventure', 'Drama', 'Romance']",Ben-Hur: A Tale of the Christ,1925,adventure drama romance,Ben-Hur: A Tale of the Christ adventure drama romance,3.0,2
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)","['Crime', 'Fantasy', 'Horror']","Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",1920,crime fantasy horror,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) crime fantasy horror",3.857142857142857,6
6989,Gorky Park (1983),"['Crime', 'Drama', 'Thriller']",Gorky Park,1983,crime drama thriller,Gorky Park crime drama thriller,3.5,6
6990,The Great Train Robbery (1978),"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",The Great Train Robbery,1978,action adventure comedy crime drama,The Great Train Robbery action adventure comedy crime drama,3.5,0
6992,Guarding Tess (1994),"['Comedy', 'Drama']",Guarding Tess,1994,comedy drama,Guarding Tess comedy drama,2.75,7
6993,Hannah and Her Sisters (1986),"['Comedy', 'Drama', 'Romance']",Hannah and Her Sisters,1986,comedy drama romance,Hannah and Her Sisters comedy drama romance,3.769230769230769,2
6994,"Hard Way, The (1991)","['Action', 'Comedy']","Hard Way, The",1991,action comedy,"Hard Way, The action comedy",3.25,0
6996,Highlander II: The Quickening (1991),"['Action', 'Sci-Fi']",Highlander II: The Quickening,1991,action sci-fi,Highlander II: The Quickening action sci-fi,1.8571428571428568,4
6997,Hoffa (1992),"['Crime', 'Drama']",Hoffa,1992,crime drama,Hoffa crime drama,3.0,6
6998,House of Cards (1993),['Drama'],House of Cards,1993,drama,House of Cards drama,2.0,6
6999,Housesitter (1992),"['Comedy', 'Romance']",Housesitter,1992,comedy romance,Housesitter comedy romance,2.25,2
7000,Hudson Hawk (1991),"['Action', 'Adventure', 'Comedy']",Hudson Hawk,1991,action adventure comedy,Hudson Hawk action adventure comedy,3.0,0
7001,Invasion of the Body Snatchers (1978),"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",Invasion of the Body Snatchers,1978,horror mystery sci-fi thriller,Invasion of the Body Snatchers horror mystery sci-fi thriller,3.75,4
7004,Kindergarten Cop (1990),"['Action', 'Comedy', 'Crime', 'Thriller']",Kindergarten Cop,1990,action comedy crime thriller,Kindergarten Cop action comedy crime thriller,2.8823529411764706,0
7005,King Ralph (1991),['Comedy'],King Ralph,1991,comedy,King Ralph comedy,1.5,7
7007,"Last Boy Scout, The (1991)","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']","Last Boy Scout, The",1991,action comedy crime drama thriller,"Last Boy Scout, The action comedy crime drama thriller",3.5,0
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),"['Drama', 'Romance']",Last Tango in Paris (Ultimo tango a Parigi),1972,drama romance,Last Tango in Paris (Ultimo tango a Parigi) drama romance,4.5,2
7009,Lorenzo's Oil (1992),['Drama'],Lorenzo's Oil,1992,drama,Lorenzo's Oil drama,3.333333333333333,6
7010,"Lover, The (Amant, L') (1992)","['Drama', 'Romance']","Lover, The (Amant, L')",1992,drama romance,"Lover, The (Amant, L') drama romance",3.5,2
7012,Mr. Destiny (1990),"['Comedy', 'Fantasy']",Mr. Destiny,1990,comedy fantasy,Mr. Destiny comedy fantasy,3.0,7
7013,"Night of the Hunter, The (1955)","['Drama', 'Film-Noir', 'Thriller']","Night of the Hunter, The",1955,drama film-noir thriller,"Night of the Hunter, The drama film-noir thriller",4.0,6
7015,Only the Lonely (1991),"['Comedy', 'Romance']",Only the Lonely,1991,comedy romance,Only the Lonely comedy romance,3.1666666666666665,2
7016,Over the Top (1987),"['Action', 'Drama']",Over the Top,1987,action drama,Over the Top action drama,1.5,0
7017,Passenger 57 (1992),"['Action', 'Thriller']",Passenger 57,1992,action thriller,Passenger 57 action thriller,3.5,0
7018,Presumed Innocent (1990),"['Crime', 'Drama', 'Thriller']",Presumed Innocent,1990,crime drama thriller,Presumed Innocent crime drama thriller,3.9,6
7019,Project X (1987),"['Comedy', 'Drama']",Project X,1987,comedy drama,Project X comedy drama,2.75,7
7020,Proof (1991),"['Comedy', 'Drama', 'Romance']",Proof,1991,comedy drama romance,Proof comedy drama romance,3.2624482748109638,2
7022,Battle Royale (Batoru rowaiaru) (2000),"['Action', 'Drama', 'Horror', 'Thriller']",Battle Royale (Batoru rowaiaru),2000,action drama horror thriller,Battle Royale (Batoru rowaiaru) action drama horror thriller,3.933333333333333,1
7023,"Wedding Banquet, The (Xi yan) (1993)","['Comedy', 'Drama', 'Romance']","Wedding Banquet, The (Xi yan)",1993,comedy drama romance,"Wedding Banquet, The (Xi yan) comedy drama romance",4.5,2
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",['Drama'],"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",1976,drama,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) drama",3.6666666666666665,6
7025,"Midnight Clear, A (1992)","['Drama', 'War']","Midnight Clear, A",1992,drama war,"Midnight Clear, A drama war",3.75,5
7026,Summer School (1987),['Comedy'],Summer School,1987,comedy,Summer School comedy,2.375,7
7027,Silverado (1985),"['Action', 'Western']",Silverado,1985,action western,Silverado action western,3.2,0
7028,Quick Change (1990),"['Comedy', 'Crime']",Quick Change,1990,comedy crime,Quick Change comedy crime,3.571428571428572,7
7030,Radio Flyer (1992),['Drama'],Radio Flyer,1992,drama,Radio Flyer drama,2.75,6
7031,"Real McCoy, The (1993)","['Action', 'Crime', 'Drama', 'Thriller']","Real McCoy, The",1993,action crime drama thriller,"Real McCoy, The action crime drama thriller",4.0,0
7032,Revenge (1990),"['Drama', 'Romance', 'Thriller']",Revenge,1990,drama romance thriller,Revenge drama romance thriller,4.0,2
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)","['Comedy', 'Romance']","Secret of My Succe$s, The (a.k.a. The Secret of My Success)",1987,comedy romance,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) comedy romance",3.125,2
7034,Show Me Love (Fucking Åmål) (1998),"['Drama', 'Romance']",Show Me Love (Fucking Åmål),1998,drama romance,Show Me Love (Fucking Åmål) drama romance,3.8125,2
7036,Teen Wolf (1985),"['Comedy', 'Fantasy']",Teen Wolf,1985,comedy fantasy,Teen Wolf comedy fantasy,3.142857142857143,7
7037,High Heels (Tacones lejanos) (1991),"['Comedy', 'Drama']",High Heels (Tacones lejanos),1991,comedy drama,High Heels (Tacones lejanos) comedy drama,4.5,7
7038,Things You Can Tell Just by Looking at Her (2000),"['Drama', 'Romance']",Things You Can Tell Just by Looking at Her,2000,drama romance,Things You Can Tell Just by Looking at Her drama romance,4.0,2
7040,To Live and Die in L.A. (1985),"['Action', 'Crime', 'Drama', 'Thriller']",To Live and Die in L.A.,1985,action crime drama thriller,To Live and Die in L.A. action crime drama thriller,2.5,0
7041,Trapped in Paradise (1994),"['Comedy', 'Crime']",Trapped in Paradise,1994,comedy crime,Trapped in Paradise comedy crime,2.5,7
7044,Wild at Heart (1990),"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Wild at Heart,1990,crime drama mystery romance thriller,Wild at Heart crime drama mystery romance thriller,3.8,6
7045,"Witches, The (1990)","['Children', 'Fantasy']","Witches, The",1990,children fantasy,"Witches, The children fantasy",3.1666666666666665,3
7046,"Witches of Eastwick, The (1987)","['Comedy', 'Fantasy', 'Horror', 'Thriller']","Witches of Eastwick, The",1987,comedy fantasy horror thriller,"Witches of Eastwick, The comedy fantasy horror thriller",2.5,1
7047,Year of the Dragon (1985),"['Action', 'Crime', 'Drama']",Year of the Dragon,1985,action crime drama,Year of the Dragon action crime drama,2.5,0
7048,Nothing to Lose (1997),"['Action', 'Adventure', 'Comedy', 'Crime']",Nothing to Lose,1997,action adventure comedy crime,Nothing to Lose action adventure comedy crime,3.375,0
7049,Flying Down to Rio (1933),"['Comedy', 'Musical', 'Romance']",Flying Down to Rio,1933,comedy musical romance,Flying Down to Rio comedy musical romance,3.0,2
7050,Follow the Fleet (1936),"['Comedy', 'Musical', 'Romance']",Follow the Fleet,1936,comedy musical romance,Follow the Fleet comedy musical romance,3.75,2
7051,"What's New, Pussycat (1965)",['Comedy'],"What's New, Pussycat",1965,comedy,"What's New, Pussycat comedy",3.5,7
7052,Mary of Scotland (1936),['Drama'],Mary of Scotland,1936,drama,Mary of Scotland drama,3.0,6
7053,Roberta (1935),"['Comedy', 'Musical', 'Romance']",Roberta,1935,comedy musical romance,Roberta comedy musical romance,4.0,2
7054,Little Women (1949),['Drama'],Little Women,1949,drama,Little Women drama,3.5,6
7055,Swing Time (1936),"['Comedy', 'Musical', 'Romance']",Swing Time,1936,comedy musical romance,Swing Time comedy musical romance,4.0,2
7056,"Public Enemy, The (1931)","['Action', 'Crime', 'Drama']","Public Enemy, The",1931,action crime drama,"Public Enemy, The action crime drama",4.25,0
7057,"Midsummer Night's Dream, A (1935)","['Comedy', 'Fantasy', 'Romance']","Midsummer Night's Dream, A",1935,comedy fantasy romance,"Midsummer Night's Dream, A comedy fantasy romance",3.5,2
7058,Life with Father (1947),['Comedy'],Life with Father,1947,comedy,Life with Father comedy,3.5,7
7059,National Velvet (1944),"['Children', 'Drama']",National Velvet,1944,children drama,National Velvet children drama,3.75,3
7060,Jesus Christ Superstar (1973),"['Drama', 'Musical']",Jesus Christ Superstar,1973,drama musical,Jesus Christ Superstar drama musical,4.0,6
7061,Dark Victory (1939),"['Drama', 'Romance']",Dark Victory,1939,drama romance,Dark Victory drama romance,4.0,2
7062,Birdman of Alcatraz (1962),['Drama'],Birdman of Alcatraz,1962,drama,Birdman of Alcatraz drama,4.0,6
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)","['Adventure', 'Drama']","Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",1972,adventure drama,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) adventure drama",4.0,6
7064,Beauty and the Beast (La belle et la bête) (1946),"['Drama', 'Fantasy']",Beauty and the Beast (La belle et la bête),1946,drama fantasy,Beauty and the Beast (La belle et la bête) drama fantasy,3.25,6
7065,"Birth of a Nation, The (1915)","['Drama', 'War']","Birth of a Nation, The",1915,drama war,"Birth of a Nation, The drama war",2.0,5
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),"['Comedy', 'Drama', 'Fantasy', 'Romance']",Juliet of the Spirits (Giulietta degli spiriti),1965,comedy drama fantasy romance,Juliet of the Spirits (Giulietta degli spiriti) comedy drama fantasy romance,3.25,2
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",['Drama'],"Macbeth (a.k.a. Tragedy of Macbeth, The)",1971,drama,"Macbeth (a.k.a. Tragedy of Macbeth, The) drama",3.5,6
7070,Red River (1948),"['Action', 'Adventure', 'Western']",Red River,1948,action adventure western,Red River action adventure western,4.0,0
7071,"Woman Under the Influence, A (1974)",['Drama'],"Woman Under the Influence, A",1974,drama,"Woman Under the Influence, A drama",5.0,6
7072,Stagecoach (1939),"['Action', 'Drama', 'Romance', 'Western']",Stagecoach,1939,action drama romance western,Stagecoach action drama romance western,3.5,2
7073,"Shot in the Dark, A (1964)","['Comedy', 'Crime', 'Mystery']","Shot in the Dark, A",1964,comedy crime mystery,"Shot in the Dark, A comedy crime mystery",2.5,7
7074,"Navigator, The (1924)",['Comedy'],"Navigator, The",1924,comedy,"Navigator, The comedy",3.5,7
7075,"Court Jester, The (1956)","['Adventure', 'Comedy', 'Musical']","Court Jester, The",1956,adventure comedy musical,"Court Jester, The adventure comedy musical",3.5,7
7076,Bullitt (1968),"['Action', 'Crime', 'Drama', 'Thriller']",Bullitt,1968,action crime drama thriller,Bullitt action crime drama thriller,3.875,0
7078,Jezebel (1938),['Drama'],Jezebel,1938,drama,Jezebel drama,3.8333333333333335,6
7079,"Hunchback of Notre Dame, The (1939)",['Drama'],"Hunchback of Notre Dame, The",1939,drama,"Hunchback of Notre Dame, The drama",3.5,6
7080,42nd Street (1933),"['Drama', 'Musical', 'Romance']",42nd Street,1933,drama musical romance,42nd Street drama musical romance,4.0,2
7082,That Touch of Mink (1962),"['Comedy', 'Romance']",That Touch of Mink,1962,comedy romance,That Touch of Mink comedy romance,3.75,2
7083,Sweet Dreams (1985),['Drama'],Sweet Dreams,1985,drama,Sweet Dreams drama,3.0,6
7084,"Play It Again, Sam (1972)","['Comedy', 'Romance']","Play It Again, Sam",1972,comedy romance,"Play It Again, Sam comedy romance",3.75,2
7085,Send Me No Flowers (1964),"['Comedy', 'Romance']",Send Me No Flowers,1964,comedy romance,Send Me No Flowers comedy romance,3.25,2
7086,Pygmalion (1938),"['Comedy', 'Drama']",Pygmalion,1938,comedy drama,Pygmalion comedy drama,3.5,7
7087,"Passage to India, A (1984)","['Adventure', 'Drama']","Passage to India, A",1984,adventure drama,"Passage to India, A adventure drama",4.0,6
7088,Black Orpheus (Orfeu Negro) (1959),"['Drama', 'Romance']",Black Orpheus (Orfeu Negro),1959,drama romance,Black Orpheus (Orfeu Negro) drama romance,4.0,2
7089,Amarcord (1973),"['Comedy', 'Drama']",Amarcord,1973,comedy drama,Amarcord comedy drama,4.0,7
7090,Hero (Ying xiong) (2002),"['Action', 'Adventure', 'Drama']",Hero (Ying xiong),2002,action adventure drama,Hero (Ying xiong) action adventure drama,3.9210526315789473,0
7091,Horse Feathers (1932),['Comedy'],Horse Feathers,1932,comedy,Horse Feathers comedy,4.0,7
7092,Anna Karenina (1935),"['Drama', 'Romance']",Anna Karenina,1935,drama romance,Anna Karenina drama romance,3.5,2
7093,"Front Page, The (1974)",['Comedy'],"Front Page, The",1974,comedy,"Front Page, The comedy",3.75,7
7096,Rivers and Tides (2001),['Documentary'],Rivers and Tides,2001,documentary,Rivers and Tides documentary,5.0,7
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),"['Adventure', 'Animation', 'Drama', 'Fantasy', 'Sci-Fi']",Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),1984,adventure animation drama fantasy sci-fi,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) adventure animation drama fantasy sci-fi,4.0,4
7101,Doc Hollywood (1991),"['Comedy', 'Romance']",Doc Hollywood,1991,comedy romance,Doc Hollywood comedy romance,3.0,2
7102,Dragnet (1987),"['Comedy', 'Crime', 'Drama']",Dragnet,1987,comedy crime drama,Dragnet comedy crime drama,2.5,6
7103,Madhouse (1990),['Comedy'],Madhouse,1990,comedy,Madhouse comedy,3.5,7
7104,1941 (1979),"['Comedy', 'War']",1941,1979,comedy war,1941 comedy war,2.6666666666666665,5
7107,Foul Play (1978),"['Comedy', 'Thriller']",Foul Play,1978,comedy thriller,Foul Play comedy thriller,2.75,7
7108,Crime Story (Zhong an zu) (1993),"['Action', 'Crime', 'Drama']",Crime Story (Zhong an zu),1993,action crime drama,Crime Story (Zhong an zu) action crime drama,3.25,0
7109,Beyond the Clouds (Al di là delle nuvole) (1996),"['Drama', 'Romance']",Beyond the Clouds (Al di là delle nuvole),1996,drama romance,Beyond the Clouds (Al di là delle nuvole) drama romance,3.0,6
7114,"Collector, The (1965)","['Drama', 'Horror', 'Thriller']","Collector, The",1965,drama horror thriller,"Collector, The drama horror thriller",0.5,1
7115,Deep Red (Profondo rosso) (1975),"['Horror', 'Mystery', 'Thriller']",Deep Red (Profondo rosso),1975,horror mystery thriller,Deep Red (Profondo rosso) horror mystery thriller,2.6,1
7116,Diabolique (Les diaboliques) (1955),"['Horror', 'Mystery', 'Thriller']",Diabolique (Les diaboliques),1955,horror mystery thriller,Diabolique (Les diaboliques) horror mystery thriller,3.125,1
7117,Leprechaun (1993),"['Comedy', 'Horror']",Leprechaun,1993,comedy horror,Leprechaun comedy horror,2.3,1
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),"['Animation', 'Drama', 'Sci-Fi', 'War']",Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),1987,animation drama sci-fi war,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) animation drama sci-fi war,3.75,5
7121,Adam's Rib (1949),"['Comedy', 'Romance']",Adam's Rib,1949,comedy romance,Adam's Rib comedy romance,4.75,2
7122,King of Hearts (1966),"['Comedy', 'Drama', 'War']",King of Hearts,1966,comedy drama war,King of Hearts comedy drama war,5.0,5
7123,Naked Lunch (1991),"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Naked Lunch,1991,drama fantasy mystery sci-fi,Naked Lunch drama fantasy mystery sci-fi,3.4444444444444446,4
7124,Grass (1999),['Documentary'],Grass,1999,documentary,Grass documentary,3.1666666666666665,7
7125,Spring Forward (1999),['Drama'],Spring Forward,1999,drama,Spring Forward drama,2.0,6
7127,Run (1991),"['Action', 'Drama', 'Thriller']",Run,1991,action drama thriller,Run action drama thriller,3.5,0
7131,"Summer Place, A (1959)",['Drama'],"Summer Place, A",1959,drama,"Summer Place, A drama",3.0,6
7132,"Night at the Opera, A (1935)","['Comedy', 'Musical', 'Romance']","Night at the Opera, A",1935,comedy musical romance,"Night at the Opera, A comedy musical romance",4.111111111111111,2
7134,"Element of Crime, The (Forbrydelsens Element) (1984)","['Drama', 'Thriller']","Element of Crime, The (Forbrydelsens Element)",1984,drama thriller,"Element of Crime, The (Forbrydelsens Element) drama thriller",4.0,6
7137,"Cooler, The (2003)","['Comedy', 'Drama', 'Romance']","Cooler, The",2003,comedy drama romance,"Cooler, The comedy drama romance",3.55,2
7139,In America (2002),"['Drama', 'Romance']",In America,2002,drama romance,In America drama romance,3.857142857142857,2
7141,My Flesh and Blood (2003),['Documentary'],My Flesh and Blood,2003,documentary,My Flesh and Blood documentary,4.0,7
7142,Honey (2003),"['Drama', 'Romance']",Honey,2003,drama romance,Honey drama romance,3.0,2
7143,"Last Samurai, The (2003)","['Action', 'Adventure', 'Drama', 'War']","Last Samurai, The",2003,action adventure drama war,"Last Samurai, The action adventure drama war",3.903225806451613,5
7147,Big Fish (2003),"['Drama', 'Fantasy', 'Romance']",Big Fish,2003,drama fantasy romance,Big Fish drama fantasy romance,3.8333333333333335,2
